-0.836754, -3.869, 0.977083
-0.824256, -3.87581, 0.966556
-0.817541, -3.90949, 0.960901
-0.798354, -3.88536, 0.94474
-0.784978, -3.88809, 0.933473
1.49613, -8.32697, -0.987867
1.5239, -8.3185, -1.01126
1.55165, -8.30987, -1.03463
1.56428, -8.22047, -1.04527
1.55895, -8.03987, -1.04078
1.5643, -7.92056, -1.04529
1.56257, -7.76938, -1.04383
1.55888, -7.61355, -1.04072
1.56191, -7.49558, -1.04327
1.5682, -7.39702, -1.04857
1.55976, -7.23205, -1.04146
1.5681, -7.15008, -1.04849
1.56496, -7.01817, -1.04584
1.56611, -6.90948, -1.04681
1.567, -6.80283, -1.04756
1.58043, -6.75375, -1.05887
1.57612, -6.63006, -1.05524
1.57124, -6.50751, -1.05113
1.57224, -6.41279, -1.05198
1.57311, -6.3201, -1.05271
1.5741, -6.23037, -1.05354
1.56709, -6.11131, -1.04764
1.56902, -6.03039, -1.04927
1.57217, -5.95619, -1.05192
1.57062, -5.866, -1.05061
1.56799, -5.77405, -1.0484
1.56861, -5.69638, -1.04892
1.56951, -5.62164, -1.04968
1.56576, -5.53197, -1.04652
1.56674, -5.46121, -1.04734
1.57209, -5.40741, -1.05185
1.57034, -5.33027, -1.05037
1.57057, -5.26166, -1.05057
1.57425, -5.2062, -1.05367
1.57452, -5.14056, -1.05389
1.57805, -5.08709, -1.05687
1.58097, -5.03275, -1.05933
1.57922, -4.9646, -1.05785
1.57968, -4.90488, -1.05824
1.57414, -4.82772, -1.05358
1.57111, -4.75993, -1.05103
1.57038, -4.70054, -1.05041
1.57507, -4.65867, -1.05436
1.57982, -4.61775, -1.05836
1.57749, -4.55676, -1.05639
1.58105, -4.51413, -1.0594
1.57358, -4.44061, -1.05311
1.57558, -4.39541, -1.05479
1.57019, -4.33034, -1.05025
1.5755, -4.29616, -1.05472
1.57368, -4.24305, -1.05319
1.58019, -4.21347, -1.05867
1.57847, -4.16232, -1.05723
1.56935, -4.09243, -1.04954
1.57855, -4.07195, -1.05729
1.57423, -4.01662, -1.05365
1.57546, -3.97656, -1.05469
1.58137, -3.94901, -1.05966
1.57193, -3.88333, -1.05171
1.57704, -3.85501, -1.05602
1.58235, -3.82758, -1.06049
1.57701, -3.77462, -1.05599
1.58484, -3.75431, -1.06259
1.58595, -3.7182, -1.06353
1.57832, -3.66203, -1.0571
1.5767, -3.62086, -1.05573
1.57936, -3.59022, -1.05797
1.58145, -3.55875, -1.05974
1.58261, -3.52559, -1.06071
1.58704, -3.50026, -1.06444
1.57735, -3.44393, -1.05628
1.57554, -3.40583, -1.05475
1.57152, -3.36352, -1.05137
1.5752, -3.33843, -1.05447
1.57713, -3.30995, -1.05609
1.57649, -3.27641, -1.05556
1.57282, -3.237, -1.05246
1.57136, -3.20277, -1.05124
1.573, -3.17537, -1.05261
1.56992, -3.13876, -1.05002
1.5733, -3.11566, -1.05287
1.5774, -3.09426, -1.05632
1.57082, -3.05202, -1.05078
1.57122, -3.02406, -1.05111
1.56932, -2.992, -1.04952
1.57283, -2.97076, -1.05248
1.57407, -2.94543, -1.05352
1.57168, -2.91356, -1.0515
1.56822, -2.88014, -1.04859
1.56502, -2.84763, -1.04589
1.5714, -2.83312, -1.05127
1.57637, -2.81616, -1.05545
1.56552, -2.77088, -1.04632
1.57295, -2.75885, -1.05257
1.57122, -2.7307, -1.05112
1.56659, -2.69782, -1.04722
1.56914, -2.67782, -1.04936
1.57389, -2.66183, -1.05337
1.57065, -2.63235, -1.05064
1.57006, -2.60769, -1.05014
1.57215, -2.58783, -1.0519
1.56562, -2.55385, -1.0464
1.56842, -2.53565, -1.04876
1.57064, -2.51669, -1.05063
1.57758, -2.50552, -1.05647
1.5719, -2.47418, -1.05168
1.57284, -2.45377, -1.05248
1.57466, -2.43492, -1.05401
1.56507, -2.39849, -1.04593
1.57009, -2.3851, -1.05017
1.57406, -2.37019, -1.05351
1.57447, -2.34997, -1.05385
1.56524, -2.31545, -1.04608
1.56992, -2.30213, -1.05002
1.57455, -2.28881, -1.05392
1.57199, -2.26503, -1.05176
1.56981, -2.24207, -1.04993
1.57625, -2.23176, -1.05535
1.56715, -2.1993, -1.04769
1.57032, -2.18461, -1.05036
1.57238, -2.16846, -1.05209
1.57541, -2.15379, -1.05464
1.56521, -2.12099, -1.04605
1.56275, -2.09919, -1.04398
1.56124, -2.07889, -1.04271
1.56816, -2.07011, -1.04854
1.57345, -2.05915, -1.05299
1.57869, -2.04817, -1.05741
1.5774, -2.02869, -1.05632
1.57546, -2.00855, -1.05469
